MüştəriID,AdSoyad,DoğumTarixi,Cins,TəhsilSəviyyəsi,MəşğulluqStatusu,AylıqGəlir,KreditNövü,KreditMəbləği,KreditMəqsədi,FaizDərəcəsi,KreditSkoru,DigərKreditlərinSayı,KeçmişdəGecikmə,QaraSiyahida,MüraciətStatusu,YoxlayıcınınQeydləri
41767050,Aydan Rzayeva,25/08/1974,Qadın,Bakalavr,İşləyən,899,Nağd istehlak krediti,6019,toy xərcləri,13.8,991.0,4,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
86107566,Cavid Rəhimov,1976-07-03,,Orta məktəb,İşsiz,391,Nağd istehlak krediti,796,tibbi xərclər,13.85,600.0,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
36205756,Qasımova Rəna,11/01/1977,,Magistr,İşləyən,2206,Nağd istehlak krediti,2776,tibbi xərclər,12.32,1387.0,3,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
48336251,Ləman Tağıyeva,17/04/2000,qadin,Bakalavr tehsili,İşləyən,2723,Avtomobil krediti,28397 AZN,tibbi xərclər,16.22,1368.0,4,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
23817527,Aylin Vəliyeva,02-18-03,Q,Bakalavr,Tələbə,139,Təhsil krediti,716,Biznes krediti,24.73,601.0,1,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
43553705,Rəna Cəfərova,1988-12-29,,Bakalavr tehsili,İşləyən,2105,Nağd istehlak krediti,3248,tibbi xərclər,23.73,1586.0,4,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
16234146,Nəsirov Ramin,2004-10-26, kişi ,Magistr,Tələbə,146,Təhsil krediti,504,dövriyyə vəsaitlərinin artırılması - Biznes krediti,16.48,364.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi
49608192,Aylin Qasımova,1979-09-11,Q,Orta məktəb,İşsiz,69,Nağd istehlak krediti,805,şəxsi istehlak məqsədi,12.78,258.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi
64263343,Sahil Məmmədov,13/12/1988,,Magistr,İşləyən,1923,Nağd istehlak krediti,7249,təmir,19.27,545.0,3,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
40164664,Nərmin Babayeva,10/03/1999,Q,Magistr,İşləyən,2611,Nağd istehlak krediti,6083,tibbi xərclər,16.9,592.0,1,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
64505607,Aydan Hüseynova,2006-08-16,Q,Magistr,Tələbə,267,Təhsil krediti,862,əsas vəsaitlərin alınması - Biznes krediti,16.02,218.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi
76927358,Aydan Qasımova,18/10/1981,qadin,Bakalavr tehsili,İşləyən,877,Avtomobil krediti,32665,tibbi xərclər,13.67,1225.0,2,Xeyr,Bəli,Rədd edilib,'Qara siyahı'da olmaq | Yoxlayıcı_ID: 407
62464333,Nərmin Əliyeva,10-03-67,Qadın,Magistr,Sahibkar,3853,Mikro kredit,95585,dövriyyə vəsaitlərinin artırılması - Biznes krediti,24.49,1016.0,5,Bəli,Xeyr,Rədd edilib,Gəlir çatışmazlığı
99551628, Ayan Abdullayeva ,26/12/1986,Qadın,Bakalavr tehsili,İşləyən,2920,Nağd istehlak krediti,10524,tibbi xərclər,21.94,1235.0,3,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
18602025,Zəhra Quliyeva,06-08-87,Q,Bakalavr tehsili,İşləyən,3170,Avtomobil krediti,"16,075",şəxsi istehlak məqsədi,22.47,429.0,2,Bəli,Xeyr,Təsdiqlənib,Aşağı kredit reytinqi
64901174,nərmin səfərova,04-16-86,Q,Magistr,İşləyən,1838,Nağd istehlak krediti,2069,təmir,13.92,867.0,1,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
31981042,Fatimə İsmayılova,02-06-91,Q,Magistr,İşləyən,2738,Avtomobil krediti,29030 AZN,toy xərcləri,24.43,1243.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
71252261,Emin Əliyev,04-22-06,,Bakalavr tehsili,Tələbə,193,Təhsil krediti,1890,dövriyyə vəsaitlərinin artırılması - Biznes krediti,24.5,226.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi
37984210,Zülfiyyə İsmayılova,10-26-74,,Magistr,İşləyən,2044,Nağd istehlak krediti,2088,məişət avadanlığı alışı,17.15,819.0,3,Xeyr,Bəli,Rədd edilib,'Qara siyahı'da olmaq
90539949,Lalə Səfərova,1989-06-29,,Orta məktəb,İşsiz,400,Nağd istehlak krediti,453,tibbi xərclər,13.17,345.0,1,Bəli,Xeyr,Rədd edilib,Aşağı kredit reytinqi
32916660,Ayan Rəhimova,25/07/1974,Qadın,Orta məktəb,İşsiz,294,Nağd istehlak krediti,456,məişət avadanlığı alışı,12.27,378.0,1,Xeyr,Xeyr,Rədd edilib,Aşağı kredit reytinqi
11175660,Kamal Abdullayev,12/01/1984,,Bakalavr,Sahibkar,7080,Mikro kredit,68711,əsas vəsaitlərin alınması - Biznes krediti,17.16,,4,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi | Yoxlayıcı_ID: 149
96584670,Rauf Əhmədov,12-06-80, kişi ,Bakalavr,İşləyən,1292,Nağd istehlak krediti,10604,tibbi xərclər,15.91,1545.0,3,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır | Yoxlayıcı_ID: 979
79985309,Ləman Tağıyeva,12-01-88,,Orta məktəb,İşsiz,315,Nağd istehlak krediti,389,şəxsi istehlak məqsədi,24.15,565.0,1,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi | Yoxlayıcı_ID: 181
25061747,Ləman Vəliyeva,02-15-76,,Bakalavr,İşləyən,1159,Nağd istehlak kriditi,4737,təmir,20.07,1427.0,4,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
37967491,Aysel Rəhimova,11-05-03,Q,Magistr,Tələbə,200,Təhsil krediti,1347,dövriyyə vəsaitlərinin artırılması - Biznes krediti,17.67,,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
39796364,Fidan Rzayeva,04/09/1983,qadin,Orta məktəb,İşsiz,189,Nağd istehlak krediti,517,şəxsi istehlak məqsədi,14.05,472.0,1,Xeyr,Xeyr,Rədd edilib,Aşağı kredit reytinqi | Yoxlayıcı_ID: 931
91804576,Fərid Abdullayev,1994-10-02,,Bakalavr tehsili,İşləyən,2278,Nağd istehlak krediti,7771,şəxsi istehlak məqsədi,23.82,1422.0,2,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
12093519,Lalə Cavadova,28/02/1986,Qadın,Magistr,Sahibkar,8323,Mikro kredit,89929,Biznes krediti,18.77,1108.0,8,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
78887091,Ləman Quliyeva,01/05/1994,,Orta məktəb,İşsiz,175,Nağd istehlak krediti,458,toy xərcləri,24.29,296.0,0,,Bəli,Rədd edilib,'Qara siyahı'da olmaq
10464176,Əli Əliyev,1970-03-29,Kişi,Magistr,Sahibkar,7452,Mikro kredit,63345,dövriyyə vəsaitlərinin artırılması - Biznes krediti,22.46,1640.0,8,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi | Yoxlayıcı_ID: 526
18902180,Fidan Rüstəmova,2005-09-28,Qadın,Bakalavr tehsili,Tələbə,240 manat,Təhsil krediti,1809,əsas vəsaitlərin alınması - Biznes krediti,13.35,349.0,0,,Xeyr,Təsdiqlənib,Aşağı kredit reytinqi
74755029,Ramin Sultanov,02-12-04,,Bakalavr tehsili,Tələbə,120,Təhsil krediti,1276,dövriyyə vəsaitlərinin artırılması - Biznes krediti,19.63,733.0,1,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
94556274,Rauf Rüstəmov,06-02-78,K,Bakalavr tehsili,İşləyən,1672,Nağd istehlak krediti,17167,məişət avadanlığı alışı,24.13,1589.0,2,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
36316371,Məhəmməd Hüseynov,21/09/1981,K,Orta məktəb,İşsiz,160,Nağd istehlak krediti,350,toy xərcləri,11.66,183.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi
43722455,Zülfiyyə Rəhimova,11/05/1989,qadin,Orta məktəb,İşsiz,103,Nağd istehlak krediti,922,məişət avadanlığı alışı,23.15,461.0,1,Bəli,Xeyr,Rədd edilib,Aşağı kredit reytinqi | Yoxlayıcı_ID: 427
80145647,Nihat Səfərov,07-26-03,,Bakalavr,Tələbə,155,Təhsil krediti,2188 AZN,dövriyyə vəsaitlərinin artırılması - Biznes krediti,20.21,449.0,1,Xeyr,Xeyr,Təsdiqlənib,Aşağı kredit reytinqi
62603498,Sahil İbrahimov,10-14-89,Kişi,Orta məktəb,İşsiz,79,Nağd istehlak krediti,718,məişət avadanlığı alışı,15.54,196.0,1,Bəli,Xeyr,Rədd edilib,Aşağı kredit reytinqi | Yoxlayıcı_ID: 410
63370741,Məhəmməd Hüseynov,1995-10-31, kişi ,Bakalavr,İşləyən,3857,Nağd istehlak krediti,18238,toy xərcləri,24.67,1029.0,4,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
87349059,Nihat Hüseynov,1998-09-24, kişi ,Bakalavr,İşləyən,"3,810",Nağd istehlak krediti,"6,773",şəxsi istehlak məqsədi,12.63,544.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
19098081,Samir İsmayılov,19/03/1994,Kişi,Orta məktəb,İşsiz,,Nağd istehlak krediti,470,məişət avadanlığı alışı,23.78,179.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi | Yoxlayıcı_ID: 465
56093520,Samir Tağıyev,07-16-83,K,Bakalavr,İşləyən,1624,Nağd istehlak krediti,8703,tibbi xərclər,22.61,666.0,2,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
41270853,Səbinə Vəliyeva,13/08/1997,,Bakalavr,İşləyən,2321,Nağd istehlak krediti,12837 AZN,tibbi xərclər,13.28,1379.0,4,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
39897458,Rəna Səfərova,10/05/2005,Q,Magistr,Tələbə,135,Təhsil krediti,1025,Biznes krediti,20.4,651.0,0,,Xeyr,Təsdiqlənib,İş stajı yetərsizdir
95197240,Rauf Əhmədov,05-12-78,,Bakalvar tehsili,Sahibkar,9067,Mikro kredit,92295,dövriyyə vəsaitlərinin artırılması - Biznes krediti,19.47,1549.0,6,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi | Yoxlayıcı_ID: 779
33595657,Hüseyn Məmmədov,06/04/2001,,Bakalavr tehsili,İşləyən,1555,Nağd istehlak krediti,975,şəxsi istehlak məqsədi,20.46,1558.0,2,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi | Yoxlayıcı_ID: 551
77029014,Məryəm Əhmədova,1974-12-15,Qadın,Magistr,İşləyən,2570,Nağd istehlak krediti,15616,tibbi xərclər,24.69,1003.0,4,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
88268623,Anar Məmmədov,22/11/1975,Kişi,Bakalavr,İşləyən,2050,Nağd istehlak krediti,18561,tibbi xərclər,13.11,1032.0,4,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
19965021,Hüseyn Rüstəmov,2005-01-01,Kişi,Bakalavr tehsili,Tələbə,208,Təhsil krediti,675,Biznes krediti,12.82,521.0,1,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
53829206,Nigar Cəfərova,02/12/1994,Qadın,Bakalavr,Sahibkar,8611,Mikro kredit,65512,əsas vəsaitlərin alınması - Biznes krediti,21.4,,2,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
38311585,Məryəm Əliyeva,07/09/1996,Qadın,Orta məktəb,İşsiz,284,Nağd istehlak krediti,918,təmir,13.32,598.0,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
29010642,Lalə Quliyeva,07/01/1989,Q,Bakalavr,İşləyən,3775,Nağd istehlak krediti,4452 manat,toy xərcləri,22.71,446.0,2,Bəli,Bəli,Rədd edilib,'Qara siyahı'da olmaq | Yoxlayıcı_ID: 335
88822746,Samir Nəsirov,12/12/1986,Kişi,Bakalavr,İşləyən,2831,Nağd istehlak krediti,16772 AZN,təmir,17.02,1445.0,3,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
10134937,Samir Abdullayev,2005-03-02,K,Bakalavr tehsili,Tələbə,250,Təhsil krediti,919,Biznes krediti,23.99,583.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
25189475,Aydan Rəhimova,18/01/1980,qadin,Bakalavr tehsili,İşləyən,3190,Avtomobil krediti,26912,təmir,24.13,1406.0,3,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
50883625,Lalə Hüseynova,14/08/1972,,Magistr,İşləyən,2206 AZN,Nağd istehlak krediti,6986,məişət avadanlığı alışı,22.82,1091.0,1,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
16814907,Uğur Hüseynov,1982-09-07,K,Orta məktəb,İşsiz,45,Nağd istehlak krediti,984487,şəxsi istehlak məqsədi,22.13,443.0,1,Xeyr,Xeyr,Rədd edilib,Aşağı kredit reytinqi | Yoxlayıcı_ID: 931
86784428,Kəmalə Nəsirova,10-13-86,qadin,Bakalavr,İşləyən,3481,Nağd istehlak krediti,8120,toy xərcləri,14.31,1234.0,1,Bəli,Bəli,Rədd edilib,'Qara siyahı'da olmaq
74975938,Məryəm Qasımova,2004-10-15,Qadın,Bakalavr tehsili,Tələbə,282,Təhsil krediti,2560,dövriyyə vəsaitlərinin artırılması - Biznes krediti,13.78,639.0,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
62252019,ramin qasımov,2003-12-15,Kişi,Bakalavr tehsili,Tələbə,111,Təhsil krediti,2739,Təmir,12.92,348.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi
53052214,Zeynəb İsmayılova,2003-02-21,Qadın,Magistr,Tələbə,282,Təhsil krediti,2345,əsas vəsaitlərin alınması - Biznes krediti,13.54,210.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi
68090368,Aydan Quliyeva,27/09/2005,Q,Bakalavr,Tələbə,242,Təhsil krediti,2221,əsas vəsaitlərin alınması - Biznes krediti,15.57,,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
34997875,Murad Sultanov,12-28-03,Kişi,Bakalavr,Tələbə,220,Təhsil krediti,1050,əsas vəsaitlərin alınması - Biznes krediti,23.76,508.0,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
45539187,Aylin Vəliyeva,1988-08-21,qadin,Magistr,Sahibkar,9750,Mikro kredit,75150,əsas vəsaitlərin alınması - Biznes krediti,21.53,1080.0,8,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
66767751,Sevinc Rəhimova,2004-10-29,qadin,Bakalavr tehsili,Tələbə,164,Təhsil krediti,555,Biznes krediti,16.4,443.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi | Yoxlayıcı_ID: 797
69279409,Ləman Vəliyeva,1985-07-01,qadin,Bakalavr,Sahibkar,8137 AZN,Mikro kridit,44249,Biznes krediti,13.3,1715.0,7,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
81224866,Məryəm Səfərova,1990-05-17,Q,Bakalavr tehsili,İşləyən,2606,Nağd istehlak krediti,11574,şəxsi istehlak məqsədi,24.78,673.0,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
70805596,Sahil Nəsirov,1971-12-25,K,Bakalavr tehsili,İşləyən,2550,Nağd istehlak krediti,9886,təmir,19.4,1134.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır | Yoxlayıcı_ID: 298
80735446,Günel Məmmədova,14/06/2007,qadin,Magistr,Tələbə,158,Təhsil krediti,1583,əsas vəsaitlərin alınması - Biznes krediti,11.58,,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi | Yoxlayıcı_ID: 625
25226006,Rəna Sultanova,13/03/1988,Q,Magistr,İşləyən,931,Nağd istehlak krediti,19482,məişət avadanlığı alışı,21.26,1039.0,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
12895537,Rəna Rəhimova,15/12/1988,Q,Bakalavr,İşləyən,2873,Avtomobil krediti,17177,məişət avadanlığı alışı,21.47,997.0,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
50022262,Kamal Rzayev,16/07/1967, kişi ,Bakalavr tehsili,Sahibkar,2967,Mikro kredit,39136,əsas vəsaitlərin alınması - Biznes krediti,21.59,1452.0,6,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi | Yoxlayıcı_ID: 691
88101541,Aydan Abdullayeva,05-04-05,,Magistr,Tələbə,120,Təhsil krediti,831,Biznes krediti,14.76,778.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
33822187,Aydan İsmayılova,1989-01-16,Q,Orta məktəb,İşsiz,301,Nağd istehlak krediti,787,toy xərcləri,23.56,202.0,1,Bəli,Xeyr,Rədd edilib,Aşağı kredit reytinqi
65172371,Ləman Əhmədova,06/11/1971,qadin,Bakalavr tehsili,Sahibkar,5664,Mikro kredit,79415,əsas vəsaitlərin alınması - Biznes krediti,20.73,,2,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
52760746,Kamal İbrahimov,12-18-05,Kişi,Magistr,Tələbə,121,Təhsil krediti,1883,Biznes krediti,20.81,696.0,1,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
98072433,Məryəm İbrahimova,06-09-05,,Bakalavr tehsili,Tələbə,246,Təhsil krediti,784,dövriyyə vəsaitlərinin artırılması - Biznes krediti,17.09,492.0,0,,Xeyr,Təsdiqlənib,Aşağı kredit reytinqi
67903506, Fərid Abdullayev ,1984-08-31,K,Bakalavr tehsili,İşləyən,1477,Avtomobil krediti,10540,məişət avadanlığı alışı,23.9,1428.0,4,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
96579884,Rəna Cavadova,03-13-71,qadin,Orta məktəb,İşsiz,164,Nağd istehlak krediti,830,toy xərcləri,20.84,,1,Xeyr,Xeyr,Rədd edilib,Aşağı kredit reytinqi
42846408,Rauf Cəfərov,1974-01-27, kişi ,Bakalavr,İşləyən,1398,Nağd istehlak krediti,11109,toy xərcləri,17.85,892.0,1,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
36626876,Rəşad Abdullayev,1986-10-23, kişi ,Bakalavr,Sahibkar,9048,Mikro kredit,10299,əsas vəsaitlərin alınması - Biznes krediti,18.81,1718.0,8,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
61916324,Rəşad Qasımov,05/12/1994,,Bakalavr tehsili,Sahibkar,5196,Mikro kredit,28076,Biznes krediti,14.79,1369.0,5,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
31121045,Zeynəb İsmayılova,1990-03-19,Qadın,Orta məktəb,İşsiz,170,Nağd istehlak krediti,349 manat,təmir,19.83,402.0,1,Bəli,Xeyr,Rədd edilib,Aşağı kredit reytinqi
14780398,Hüseyn Əliyev,1998-09-28,Kişi,Bakalavr,İşləyən,"2,268",Avtomobil krediti,32390,şəxsi istehlak məqsədi,17.39,750.0,4,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
87184593,Rəna Əliyeva,1989-06-10,,Magistr,İşləyən,2645,Avtomobil krediti,33209,şəxsi istehlak məqsədi,16.97,1385.0,2,Xeyr,Bəli,Rədd edilib,'Qara siyahı'da olmaq
98640085,Hüseyn İsmayılov,09-08-72,K,Bakalavr,İşləyən,3704,Nağd istehlak krediti,790,tibbi xərclər,18.68,944.0,3,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
88130539,Fərid Səfərov,2003-01-28, kişi ,Bakalavr,Tələbə,149,Təhsil krediti,2368,Biznes krediti,12.49,410.0,1,Xeyr,Xeyr,Rədd edilib,Aşağı kredit reytinqi
50807940,Tural Məmmədov,1998-12-04, kişi ,Orta məktəb,İşsiz,52,Nağd istehlak krediti,713,tibbi xərclər,24.68,545.0,2,Xeyr,Bəli,Rədd edilib,'Qara siyahı'da olmaq
53906474,Aydan Rzayeva,2003-04-04,Q,Magistr,Tələbə,220,Təhsil krediti,1821,dövriyyə vəsaitlərinin artırılması - Biznes krediti,15.14,259.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi
47685196,Nigar Məmmədova,09-26-90,Q,Bakalavr tehsili,İşləyən,2464,Nağd istehlak krediti,13528,tibbi xərclər,16.99,1521.0,2,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
23624344,Ləman Quliyeva,08-26-68,,Bakalavr tehsili,Sahibkar,2743,Mikro kredit,31645,dövriyyə vəsaitlərinin artırılması - Biznes krediti,22.48,1480.0,6,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
70069461,Kamal Əliyev,14/01/1967,,Magistr,Sahibkar,5223,Mikro kredit,23501,Təmir,22.19,1755.0,6,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
33046876,Ayan Əliyeva,11-20-03,Qadın,Magistr,Tələbə,136,Təhsil krediti,994,Biznes krediti,13.99,790.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır | Yoxlayıcı_ID: 882
54006864,Anar Əhmədov,1973-04-19, kişi ,Bakalavr tehsili,Sahibkar,4635,Mikro kredit,53339,Biznes krediti,18.66,1293.0,4,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
31708860,Rəşad Əliyev,18/06/2007,Kişi,Bakalavr,Tələbə,134,Təhsil krediti,2866,Biznes krediti,11.6,252.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi
97504177,Hüseyn Sultanov,02-12-76,Kişi,Magistr,İşləyən,3761,Avtomobil krediti,10634,şəxsi istehlak məqsədi,13.3,968.0,2,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
79905006,Rauf Məmmədov,1977-03-15,K,Bakalavr tehsili,İşləyən,2273,Nağd istehlak krediti,7433,şəxsi istehlak məqsədi,14.73,434.0,1,Bəli,Xeyr,Rədd edilib,Aşağı kredit reytinqi
53349454,Samir Qasımov,02-28-95,,Magistr,İşləyən,2778,Avtomobil krediti,14613 AZN,şəxsi istehlak məqsədi,19.12,1209.0,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
99057661,Orxan Rzayev,08/01/1971,Kişi,Orta məktəb,İşsiz,151,Nağd istehlak krediti,400 AZN,təmir,12.36,480.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi
74788866,Murad Əliyev,12-08-93,,Bakalavr tehsili,İşləyən,2387,Nağd istehlak krediti,11255,şəxsi istehlak məqsədi,14.05,1490.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
57377019,Elvin Nəsirov,1972-12-08,,Bakalavr,İşləyən,1932,Nağd istehlak krediti,2619,toy xərcləri,24.31,993.0,1,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
39945836,Sevinc İsmayılova,07-06-05,qadin,Bakalavr,Tələbə,283,Təhsil krediti,922,Biznes krediti,23.83,517.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
79503330,Günel Cəfərova,15/11/1975,Q,Bakalavr tehsili,İşləyən,3925,Nağd istehlak krediti,2599,təmir,18.89,984.0,1,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
75330647,Cəfərova Nigar,15/08/2007,,Bakalavr tehsili,Tələbə,128,Təhsil krediti,1579,dövriyyə vəsaitlərinin artırılması - Biznes krediti,16.84,369.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi
90774656,Nigar İsmayılova,18/07/2004,,Magistr,Tələbə,194,Təhsil krediti,2496,əsas vəsaitlərin alınması - Biznes krediti,11.66,584.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
69849194,Fatimə Sultanova,1995-01-07,qadin,Bakalavr tehsili,İşləyən,2441,Nağd istehlak krediti,2659,tibbi xərclər,21.42,568.0,4,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
77863915,Nərmin Səfərova,2006-10-04,Q,Bakalavr tehsili,Tələbə,215,Təhsil krediti,2714,əsas vəsaitlərin alınması - Biznes krediti,17.67,482.0,1,Bəli,Xeyr,Rədd edilib,Aşağı kredit reytinqi
27026507,Murad Hüseynov,03-05-66,,Magistr,Sahibkar,3957,Mikro kredit,47996,dövriyyə vəsaitlərinin artırılması - Biznes krediti,22.26,1221.0,8,Bəli,Xeyr,Təsdiqlənib,Səhv və ya natamam müraciət
23208119,Orxan Əhmədov,25/05/2006,,Bakalavr,Tələbə,250,Təhsil krediti,1235,əsas vəsaitlərin alınması - Biznes krediti,17.16,738.0,1,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
23545264,Emin Rüstəmov,2004-02-08, kişi ,Magistr,Tələbə,209,Təhsil krediti,1517,əsas vəsaitlərin alınması - Biznes krediti,16.87,423.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi
15420090,Nərmin Nəsirova,02-23-89,qadin,Orta məktəb,İşsiz,238,Nağd istehlak kriditi,969,toy xərcləri,19.55,310.0,2,Bəli,Xeyr,Rədd edilib,Aşağı kredit reytinqi
76320182,Nigar Sultanova,12/02/1984,Q,Bakalavr,İşləyən,3686,Nağd istehlak krediti,7162,təmir,10.99,1340.0,4,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
89622903,Ləman Cavadova,21/07/1979,,Bakalavr tehsili,İşləyən,834,Nağd istehlak krediti,18166,şəxsi istehlak məqsədi,20.38,811.0,3,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
27377523,Fərid Səfərov,09/03/1989,,Bakalavr tehsili,Sahibkar,8920,Mikro kredit,63825,Biznes krediti,14.86,835.0,4,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
67336984,Ramin Abdullayev,1977-06-13, kişi ,Bakalvar,Sahibkar,9642,Mikro kredit,58791,əsas vəsaitlərin alınması - Biznes krediti,19.21,1323.0,6,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
75989360,Lalə Quliyeva,22/12/1974,,Magistr,İşləyən,3236,Avtomobil krediti,38290,təmir,19.73,414.0,1,Xeyr,Xeyr,Rədd edilib,Aşağı kredit reytinqi
